UserID,Age,Gender,TotalCoursesEnrolled,AvgSpending,AvgCourseRating,DiversityScore,FirstEnrollDate,LastEnrollDate,PreferredCategory,PreferredLevel,ActiveDays,EnrollmentFrequency,LearningDepthIndex,Cluster
U00034,32,Female,2,124.05,2.67,2,2025-04-20,2025-07-02,Artificial Intelligence,Beginner,74,0.02702702702702703,0.0,2
U00035,32,Male,1,0.78,3.89,1,2025-05-17,2025-05-17,Machine Learning,Advanced,1,1.0,1.0,0
U00036,24,Female,1,0.0,3.85,1,2025-11-01,2025-11-01,Programming,Beginner,1,1.0,0.0,3
U00037,31,Female,2,0.0,1.9849999999999999,2,2025-02-28,2025-11-12,Cybersecurity,Advanced,258,0.007751937984496124,2.0,0
U00038,35,Male,1,0.0,3.93,1,2025-08-24,2025-08-24,Cybersecurity,Intermediate,1,1.0,0.0,3
U00039,16,Female,1,346.71,1.23,1,2025-03-01,2025-03-01,Project Management,Advanced,1,1.0,1.0,0
U00040,15,Male,1,0.0,3.85,1,2025-05-13,2025-05-13,Programming,Beginner,1,1.0,0.0,3
U00041,19,Female,2,163.01,3.5650000000000004,2,2025-05-28,2025-06-10,Business,Beginner,14,0.14285714285714285,0.0,2
U00042,32,Male,1,89.59,2.68,1,2025-10-27,2025-10-27,Artificial Intelligence,Intermediate,1,1.0,0.0,3
U00043,31,Male,1,327.99,1.51,1,2025-08-29,2025-08-29,Project Management,Beginner,1,1.0,0.0,2
U00044,19,Male,1,299.57,3.74,1,2025-05-19,2025-05-19,Data Science,Beginner,1,1.0,0.0,2
U00045,23,Female,14,86.41357142857143,3.375,9,2025-01-05,2025-12-06,Project Management,Beginner,336,0.041666666666666664,0.42857142857142855,1
U00046,29,Female,2,0.0,1.325,2,2025-05-22,2025-11-25,Design,Advanced,188,0.010638297872340425,0.5,0
U00047,34,Male,1,0.0,3.6,1,2025-09-05,2025-09-05,Data Science,Intermediate,1,1.0,0.0,3
U00048,19,Male,13,27.45307692307692,3.329230769230769,9,2025-01-17,2025-11-19,Design,Beginner,307,0.04234527687296417,0.5714285714285714,1
U00049,32,Male,1,0.0,3.45,1,2025-04-29,2025-04-29,Project Management,Intermediate,1,1.0,0.0,3
U00050,33,Male,1,0.0,2.61,1,2025-08-14,2025-08-14,Design,Advanced,1,1.0,1.0,0
U00051,32,Female,1,0.0,4.51,1,2025-07-25,2025-07-25,Design,Beginner,1,1.0,0.0,3
U00052,25,Female,1,0.78,3.89,1,2025-09-15,2025-09-15,Machine Learning,Advanced,1,1.0,1.0,0
U00053,34,Female,1,53.86,2.47,1,2025-12-18,2025-12-18,Finance,Beginner,1,1.0,0.0,3
U00054,22,Female,1,490.9,4.55,1,2025-03-12,2025-03-12,Artificial Intelligence,Beginner,1,1.0,0.0,2
U00055,31,Female,16,90.515625,3.055625,9,2025-01-09,2025-12-16,Design,Advanced,342,0.04678362573099415,2.25,1
U00056,22,Female,2,0.0,2.745,2,2025-06-08,2025-08-09,Design,Advanced,63,0.031746031746031744,0.5,0
U00057,18,Male,1,487.92,3.64,1,2025-06-10,2025-06-10,Business,Advanced,1,1.0,1.0,2
U00058,30,Female,1,117.68,2.57,1,2025-04-10,2025-04-10,Data Science,Advanced,1,1.0,1.0,0
U00059,32,Male,1,0.0,4.51,1,2025-08-21,2025-08-21,Design,Beginner,1,1.0,0.0,3
U00060,26,Male,4,13.465,3.515,3,2025-08-13,2025-12-01,Finance,Beginner,111,0.036036036036036036,0.0,3
U00061,32,Female,1,0.0,1.91,1,2025-05-05,2025-05-05,Cybersecurity,Intermediate,1,1.0,0.0,3
U00062,28,Female,1,0.0,3.85,1,2025-11-26,2025-11-26,Programming,Beginner,1,1.0,0.0,3
U00063,34,Female,2,149.785,3.31,2,2025-01-22,2025-02-03,Data Science,Beginner,13,0.15384615384615385,0.0,2
U00064,33,Female,1,276.37,2.72,1,2025-09-08,2025-09-08,Design,Advanced,1,1.0,1.0,0
U00065,29,Male,1,0.0,2.67,1,2025-01-15,2025-01-15,Web Development,Advanced,1,1.0,1.0,0
U00066,26,Female,1,327.99,1.51,1,2025-04-12,2025-04-12,Project Management,Beginner,1,1.0,0.0,2
U00067,28,Female,1,119.04,2.75,1,2025-11-06,2025-11-06,Finance,Intermediate,1,1.0,0.0,3
U00068,32,Male,1,0.0,3.45,1,2025-03-29,2025-03-29,Project Management,Intermediate,1,1.0,0.0,3
U00069,27,Female,2,0.0,3.67,2,2025-02-16,2025-08-24,Design,Advanced,190,0.010526315789473684,1.0,0
U00070,25,Female,2,0.0,4.6899999999999995,2,2025-05-11,2025-10-12,Digital Marketing,Intermediate,155,0.012903225806451613,0.0,3
U00071,30,Female,14,45.85285714285715,2.777857142857143,8,2025-01-19,2025-11-16,Programming,Beginner,302,0.046357615894039736,0.5,1
U00072,17,Female,1,326.02,2.69,1,2025-04-16,2025-04-16,Business,Intermediate,1,1.0,0.0,2
U00073,16,Male,1,0.78,3.89,1,2025-06-23,2025-06-23,Machine Learning,Advanced,1,1.0,1.0,0
U00074,19,Male,3,321.06,3.5233333333333334,2,2025-06-04,2025-11-13,Programming,Beginner,163,0.018404907975460124,0.0,2
U00075,22,Male,1,0.0,4.45,1,2025-11-12,2025-11-12,Design,Advanced,1,1.0,1.0,0
U00076,34,Male,4,118.07,3.0949999999999998,4,2025-07-11,2025-12-29,Business,Beginner,172,0.023255813953488372,0.25,2
U00077,20,Male,1,0.0,4.11,1,2025-08-30,2025-08-30,Marketing,Intermediate,1,1.0,0.0,3
U00078,32,Female,1,0.0,4.11,1,2025-04-09,2025-04-09,Marketing,Intermediate,1,1.0,0.0,3
U00079,28,Male,1,0.0,4.94,1,2025-10-04,2025-10-04,Cybersecurity,Beginner,1,1.0,0.0,3
U00080,35,Female,1,0.0,2.88,1,2025-05-21,2025-05-21,Programming,Beginner,1,1.0,0.0,3
U00081,18,Female,1,0.0,1.52,1,2025-07-09,2025-07-09,Design,Advanced,1,1.0,1.0,0
U00082,31,Male,1,0.0,4.68,1,2025-06-30,2025-06-30,Project Management,Beginner,1,1.0,0.0,3
U00083,16,Male,15,110.75333333333333,2.9953333333333334,9,2025-01-06,2025-12-08,Artificial Intelligence,Intermediate,337,0.04451038575667656,0.8,1
U00084,20,Male,1,327.99,1.51,1,2025-02-11,2025-02-11,Project Management,Beginner,1,1.0,0.0,2
U00085,22,Female,13,88.39384615384614,2.9084615384615384,7,2025-01-01,2025-12-30,Cybersecurity,Beginner,364,0.03571428571428571,0.375,1
U00086,27,Female,4,13.465,2.47,4,2025-06-13,2025-11-21,Business,Advanced,162,0.024691358024691357,1.0,0
U00087,19,Female,3,0.0,4.506666666666667,3,2025-05-29,2025-09-02,Machine Learning,Intermediate,97,0.030927835051546393,0.0,3
U00088,23,Male,1,0.0,3.64,1,2025-01-26,2025-01-26,Artificial Intelligence,Beginner,1,1.0,0.0,3
U00089,30,Male,1,0.0,4.73,1,2025-05-16,2025-05-16,Machine Learning,Intermediate,1,1.0,0.0,3
U00090,34,Male,1,0.0,3.45,1,2025-11-17,2025-11-17,Project Management,Intermediate,1,1.0,0.0,3
U00091,35,Male,1,0.0,4.14,1,2025-10-30,2025-10-30,Finance,Beginner,1,1.0,0.0,3
U00092,31,Male,4,148.7025,2.7175000000000002,4,2025-06-02,2025-08-29,Artificial Intelligence,Advanced,89,0.0449438202247191,0.6666666666666666,0
U00093,16,Male,1,285.05,1.96,1,2025-06-23,2025-06-23,Business,Beginner,1,1.0,0.0,2
U00094,27,Male,1,299.57,3.74,1,2025-02-11,2025-02-11,Data Science,Beginner,1,1.0,0.0,2
U00095,20,Male,1,248.1,1.2,1,2025-06-06,2025-06-06,Artificial Intelligence,Beginner,1,1.0,0.0,2
U00096,34,Female,4,0.0,2.58,3,2025-05-23,2025-11-27,Machine Learning,Beginner,189,0.021164021164021163,0.0,3
U00097,25,Male,2,0.0,2.0949999999999998,2,2025-07-07,2025-07-10,Cybersecurity,Advanced,4,0.5,2.0,0
U00098,31,Male,1,0.0,4.45,1,2025-05-26,2025-05-26,Design,Advanced,1,1.0,1.0,0
U00099,29,Female,1,299.57,3.74,1,2025-08-22,2025-08-22,Data Science,Beginner,1,1.0,0.0,2
U00100,32,Female,1,0.0,2.14,1,2025-09-21,2025-09-21,Digital Marketing,Beginner,1,1.0,0.0,3
U00101,15,Female,1,89.59,2.68,1,2025-03-07,2025-03-07,Artificial Intelligence,Intermediate,1,1.0,0.0,3
U00102,32,Male,1,299.57,3.74,1,2025-10-01,2025-10-01,Data Science,Beginner,1,1.0,0.0,2
U00103,30,Female,1,0.0,2.0,1,2025-02-16,2025-02-16,Business,Advanced,1,1.0,1.0,0
U00104,19,Male,1,53.86,2.47,1,2025-10-29,2025-10-29,Finance,Beginner,1,1.0,0.0,3
U00105,27,Male,1,299.57,3.74,1,2025-07-21,2025-07-21,Data Science,Beginner,1,1.0,0.0,2
U00106,19,Male,2,28.66,3.4400000000000004,2,2025-10-22,2025-12-01,Digital Marketing,Advanced,41,0.04878048780487805,0.5,0
U00107,18,Female,1,0.0,3.85,1,2025-07-26,2025-07-26,Programming,Beginner,1,1.0,0.0,3
U00108,32,Male,2,0.0,2.965,2,2025-01-04,2025-08-16,Design,Advanced,225,0.008888888888888889,0.5,0
U00109,15,Female,14,62.12642857142857,3.157857142857143,10,2025-02-11,2025-12-10,Data Science,Beginner,303,0.0462046204620462,0.3333333333333333,1
U00110,26,Female,1,487.92,3.64,1,2025-12-05,2025-12-05,Business,Advanced,1,1.0,1.0,2
U00111,24,Male,1,0.0,2.14,1,2025-06-28,2025-06-28,Digital Marketing,Beginner,1,1.0,0.0,3
U00112,34,Female,14,40.41428571428571,3.165714285714286,9,2025-02-22,2025-12-26,Data Science,Advanced,308,0.045454545454545456,0.8333333333333334,1
U00113,19,Male,1,346.71,1.23,1,2025-04-14,2025-04-14,Project Management,Advanced,1,1.0,1.0,0
U00114,22,Female,1,0.0,2.38,1,2025-02-22,2025-02-22,Cybersecurity,Advanced,1,1.0,1.0,0
U00115,32,Female,1,0.0,1.73,1,2025-08-02,2025-08-02,Machine Learning,Intermediate,1,1.0,0.0,3
U00116,31,Male,1,0.0,1.52,1,2025-04-27,2025-04-27,Design,Advanced,1,1.0,1.0,0
U00117,19,Female,13,145.06692307692308,3.373076923076923,9,2025-03-20,2025-12-05,Cybersecurity,Beginner,261,0.04980842911877394,0.5,1
U00118,28,Female,1,0.0,2.0,1,2025-03-12,2025-03-12,Business,Advanced,1,1.0,1.0,0
U00119,28,Male,1,57.32,4.74,1,2025-06-11,2025-06-11,Web Development,Advanced,1,1.0,1.0,0
U00120,15,Male,2,207.755,3.215,2,2025-03-06,2025-04-09,Artificial Intelligence,Beginner,35,0.05714285714285714,0.0,2
U00121,27,Female,2,164.385,2.7,2,2025-06-08,2025-11-22,Machine Learning,Advanced,168,0.011904761904761904,0.5,0
U00122,21,Female,2,0.0,2.895,2,2025-02-02,2025-10-24,Digital Marketing,Beginner,265,0.007547169811320755,0.0,3
U00123,18,Female,2,178.445,4.24,2,2025-05-02,2025-10-21,Data Science,Advanced,173,0.011560693641618497,0.5,0
U00124,19,Female,2,230.245,2.175,2,2025-02-28,2025-09-07,Artificial Intelligence,Advanced,192,0.010416666666666666,0.5,2
U00125,35,Female,2,163.01,2.25,2,2025-03-06,2025-03-21,Business,Advanced,16,0.125,1.0,0
U00126,23,Female,14,77.4692857142857,3.457142857142857,7,2025-01-06,2025-12-14,Digital Marketing,Beginner,343,0.04081632653061224,0.5,1
U00127,34,Female,3,301.1433333333334,3.846666666666667,3,2025-06-08,2025-10-11,Artificial Intelligence,Advanced,126,0.023809523809523808,2.0,0
U00128,35,Female,13,139.51153846153846,3.106923076923077,8,2025-01-03,2025-12-10,Artificial Intelligence,Beginner,342,0.038011695906432746,0.6666666666666666,1
U00129,19,Male,2,207.755,3.885,2,2025-01-23,2025-03-19,Artificial Intelligence,Intermediate,56,0.03571428571428571,0.0,2
U00130,17,Male,1,248.1,1.2,1,2025-01-16,2025-01-16,Artificial Intelligence,Beginner,1,1.0,0.0,2
U00131,19,Male,1,0.0,3.15,1,2025-10-24,2025-10-24,Business,Advanced,1,1.0,1.0,0
U00132,22,Male,1,0.0,1.13,1,2025-10-21,2025-10-21,Machine Learning,Beginner,1,1.0,0.0,3
U00133,21,Male,14,59.166428571428575,2.830714285714286,9,2025-02-28,2025-12-30,Marketing,Beginner,306,0.0457516339869281,0.7142857142857143,1
U00134,26,Female,14,102.72928571428572,3.3528571428571428,8,2025-01-28,2025-12-30,Finance,Advanced,337,0.04154302670623145,1.2,1
U00135,17,Female,1,0.0,3.02,1,2025-07-07,2025-07-07,Data Science,Intermediate,1,1.0,0.0,3
U00136,25,Female,1,0.0,3.15,1,2025-03-23,2025-03-23,Business,Advanced,1,1.0,1.0,0
U00137,15,Female,2,230.145,3.705,2,2025-09-10,2025-12-28,Data Science,Advanced,110,0.01818181818181818,1.0,0
U00138,26,Male,2,0.0,1.8699999999999999,2,2025-01-21,2025-08-11,Design,Advanced,203,0.009852216748768473,0.5,0
U00139,16,Female,4,62.025,1.8275000000000001,4,2025-01-05,2025-11-13,Artificial Intelligence,Advanced,313,0.012779552715654952,0.6666666666666666,0
U00140,24,Female,2,26.93,3.5650000000000004,2,2025-02-19,2025-03-26,Digital Marketing,Beginner,36,0.05555555555555555,0.0,3
U00141,20,Male,1,0.0,2.88,1,2025-02-06,2025-02-06,Programming,Beginner,1,1.0,0.0,3
U00142,17,Female,1,472.28,4.74,1,2025-01-20,2025-01-20,Programming,Beginner,1,1.0,0.0,2
U00143,26,Male,2,88.67,4.415,2,2025-05-09,2025-07-16,Cybersecurity,Advanced,69,0.028985507246376812,0.5,0
U00144,24,Female,13,73.35923076923076,3.173076923076923,7,2025-01-11,2025-12-28,Finance,Intermediate,352,0.036931818181818184,1.6666666666666667,1
U00145,23,Female,1,0.0,4.94,1,2025-02-26,2025-02-26,Cybersecurity,Beginner,1,1.0,0.0,3
U00146,30,Female,1,0.0,4.44,1,2025-11-18,2025-11-18,Digital Marketing,Beginner,1,1.0,0.0,3
U00147,30,Male,12,99.64,3.0775,9,2025-02-06,2025-12-29,Data Science,Beginner,327,0.03669724770642202,0.5,1
U00148,35,Female,1,0.0,3.02,1,2025-02-05,2025-02-05,Data Science,Intermediate,1,1.0,0.0,3
U00149,17,Female,10,90.64099999999999,3.303,8,2025-01-20,2025-12-06,Artificial Intelligence,Advanced,321,0.03115264797507788,1.0,1
U00150,25,Male,2,0.0,3.245,2,2025-09-26,2025-12-06,Cybersecurity,Advanced,72,0.027777777777777776,1.0,0
U00151,16,Female,1,0.0,4.44,1,2025-02-27,2025-02-27,Digital Marketing,Beginner,1,1.0,0.0,3
U00152,19,Female,12,114.07666666666665,3.296666666666667,9,2025-01-19,2025-12-29,Cybersecurity,Beginner,345,0.034782608695652174,0.2857142857142857,1
U00153,35,Male,2,18.945,2.575,2,2025-02-21,2025-12-16,Programming,Advanced,299,0.006688963210702341,0.5,0
U00154,29,Male,1,248.1,1.2,1,2025-02-24,2025-02-24,Artificial Intelligence,Beginner,1,1.0,0.0,2
U00155,27,Male,2,0.0,3.71,2,2025-01-19,2025-05-19,Finance,Beginner,121,0.01652892561983471,0.0,3
U00156,17,Male,1,0.0,1.59,1,2025-02-13,2025-02-13,Finance,Advanced,1,1.0,1.0,0
U00157,32,Female,2,106.195,2.53,2,2025-05-07,2025-12-18,Cybersecurity,Advanced,226,0.008849557522123894,1.0,0
U00158,35,Female,1,0.0,1.28,1,2025-05-24,2025-05-24,Programming,Beginner,1,1.0,0.0,3
U00159,16,Male,2,26.93,2.1,2,2025-03-09,2025-04-16,Finance,Beginner,39,0.05128205128205128,0.0,3
U00160,28,Female,1,327.99,1.51,1,2025-12-16,2025-12-16,Project Management,Beginner,1,1.0,0.0,2
U00161,25,Female,11,55.054545454545455,2.8972727272727274,7,2025-01-30,2025-12-28,Business,Advanced,333,0.03303303303303303,1.25,1
U00162,26,Male,1,0.0,1.59,1,2025-05-01,2025-05-01,Finance,Advanced,1,1.0,1.0,0
U00163,32,Female,1,0.0,3.45,1,2025-07-20,2025-07-20,Project Management,Intermediate,1,1.0,0.0,3
U00164,32,Male,2,0.0,3.2700000000000005,1,2025-05-15,2025-09-11,Machine Learning,Advanced,120,0.016666666666666666,1.0,0
U00165,30,Male,4,104.955,2.995,4,2025-03-23,2025-07-25,Artificial Intelligence,Intermediate,125,0.032,0.5,2
U00166,33,Male,15,16.592,3.1886666666666668,9,2025-01-03,2025-12-11,Machine Learning,Intermediate,343,0.043731778425655975,0.6666666666666666,1
U00167,31,Female,1,0.0,4.94,1,2025-11-16,2025-11-16,Cybersecurity,Beginner,1,1.0,0.0,3
U00168,24,Female,1,326.02,2.69,1,2025-09-20,2025-09-20,Business,Intermediate,1,1.0,0.0,2
U00169,24,Male,13,43.62769230769231,2.636923076923077,11,2025-02-15,2025-12-16,Design,Advanced,305,0.04262295081967213,1.0,1
U00170,34,Female,3,0.0,2.72,3,2025-02-15,2025-08-09,Programming,Beginner,176,0.017045454545454544,0.0,3
U00171,24,Male,2,0.0,4.0649999999999995,1,2025-06-24,2025-09-29,Project Management,Beginner,98,0.02040816326530612,0.0,3
U00172,35,Female,1,0.0,4.73,1,2025-11-07,2025-11-07,Machine Learning,Intermediate,1,1.0,0.0,3
U00173,31,Male,14,78.20142857142856,3.1978571428571425,10,2025-01-21,2025-12-12,Artificial Intelligence,Beginner,326,0.04294478527607362,0.2857142857142857,1
U00174,29,Male,1,212.39,3.15,1,2025-12-26,2025-12-26,Digital Marketing,Advanced,1,1.0,1.0,0
U00175,32,Female,2,245.45,2.915,2,2025-01-01,2025-10-07,Artificial Intelligence,Beginner,280,0.007142857142857143,0.0,2
U00176,34,Male,1,0.0,4.68,1,2025-07-27,2025-07-27,Project Management,Beginner,1,1.0,0.0,3
U00177,29,Female,14,109.03857142857143,3.0235714285714286,9,2025-03-06,2025-12-05,Finance,Beginner,275,0.05090909090909091,0.375,1
U00178,20,Male,14,16.90857142857143,3.54,10,2025-02-08,2025-11-14,Data Science,Beginner,280,0.05,0.6666666666666666,1
U00179,34,Male,2,243.96,2.685,2,2025-08-27,2025-11-18,Business,Advanced,84,0.023809523809523808,1.0,0
U00180,26,Female,1,0.0,4.73,1,2025-09-26,2025-09-26,Machine Learning,Intermediate,1,1.0,0.0,3
U00181,32,Female,1,299.57,3.74,1,2025-11-06,2025-11-06,Data Science,Beginner,1,1.0,0.0,2
U00182,28,Female,1,0.0,4.1,1,2025-01-21,2025-01-21,Finance,Intermediate,1,1.0,0.0,3
U00183,33,Male,1,0.0,4.73,1,2025-07-02,2025-07-02,Machine Learning,Intermediate,1,1.0,0.0,3
U00184,28,Male,1,0.0,2.38,1,2025-05-07,2025-05-07,Cybersecurity,Advanced,1,1.0,1.0,0
U00185,27,Male,1,57.32,4.74,1,2025-04-19,2025-04-19,Web Development,Advanced,1,1.0,1.0,0
U00186,28,Female,2,163.01,3.0700000000000003,2,2025-09-10,2025-12-21,Business,Intermediate,103,0.019417475728155338,0.0,2
U00187,18,Male,1,472.28,4.74,1,2025-06-18,2025-06-18,Programming,Beginner,1,1.0,0.0,2
U00188,18,Male,1,0.0,1.52,1,2025-11-07,2025-11-07,Design,Advanced,1,1.0,1.0,0
U00189,18,Male,1,0.0,1.59,1,2025-08-18,2025-08-18,Finance,Advanced,1,1.0,1.0,0
U00190,25,Female,1,487.92,3.64,1,2025-03-30,2025-03-30,Business,Advanced,1,1.0,1.0,2
U00191,34,Male,12,188.225,3.955833333333333,8,2025-01-16,2025-11-22,Project Management,Beginner,311,0.03858520900321544,0.5,1
U00192,17,Male,14,48.576428571428565,3.440714285714286,9,2025-01-15,2025-11-29,Web Development,Beginner,319,0.0438871473354232,0.5,1
U00193,33,Male,1,0.0,4.79,1,2025-06-24,2025-06-24,Marketing,Advanced,1,1.0,1.0,0
U00194,35,Male,1,0.0,3.02,1,2025-02-07,2025-02-07,Data Science,Intermediate,1,1.0,0.0,3
U00195,15,Male,1,346.71,1.23,1,2025-07-10,2025-07-10,Project Management,Advanced,1,1.0,1.0,0
U00196,23,Female,1,394.26,1.35,1,2025-07-04,2025-07-04,Cybersecurity,Intermediate,1,1.0,0.0,2
U00197,35,Female,1,0.0,3.6,1,2025-03-04,2025-03-04,Data Science,Intermediate,1,1.0,0.0,3
U00198,30,Female,12,103.52833333333335,3.2741666666666664,7,2025-02-16,2025-12-05,Finance,Beginner,293,0.040955631399317405,0.42857142857142855,1
U00199,24,Female,1,0.0,2.43,1,2025-05-06,2025-05-06,Programming,Intermediate,1,1.0,0.0,3
U00200,32,Male,4,67.4275,3.4650000000000003,3,2025-01-22,2025-12-18,Design,Advanced,331,0.012084592145015106,4.0,0
U00201,16,Male,3,230.62666666666667,2.676666666666667,3,2025-01-09,2025-04-26,Artificial Intelligence,Advanced,108,0.027777777777777776,0.5,2
U00202,28,Female,1,0.0,3.85,1,2025-11-17,2025-11-17,Programming,Beginner,1,1.0,0.0,3
U00203,25,Female,2,163.01,3.005,2,2025-01-10,2025-07-22,Business,Beginner,194,0.010309278350515464,0.0,2
U00204,28,Female,1,0.0,1.59,1,2025-10-01,2025-10-01,Finance,Advanced,1,1.0,1.0,0
U00205,32,Male,1,342.61,4.84,1,2025-06-12,2025-06-12,Project Management,Intermediate,1,1.0,0.0,2
U00206,19,Female,1,89.59,2.68,1,2025-05-06,2025-05-06,Artificial Intelligence,Intermediate,1,1.0,0.0,3
U00207,33,Male,2,88.67,2.585,2,2025-07-17,2025-11-11,Digital Marketing,Advanced,118,0.01694915254237288,0.5,0
U00208,18,Female,15,33.84133333333333,3.1533333333333338,10,2025-02-06,2025-12-07,Data Science,Beginner,305,0.04918032786885246,0.75,1
U00209,26,Male,1,0.0,3.15,1,2025-08-14,2025-08-14,Business,Advanced,1,1.0,1.0,0
U00210,30,Male,2,18.945,1.5150000000000001,2,2025-02-20,2025-03-29,Machine Learning,Advanced,38,0.05263157894736842,1.0,0
U00211,22,Male,1,0.0,4.68,1,2025-03-25,2025-03-25,Project Management,Beginner,1,1.0,0.0,3
U00212,30,Female,2,0.0,4.265,2,2025-04-24,2025-07-04,Programming,Beginner,72,0.027777777777777776,0.0,3
U00213,15,Male,2,149.785,4.23,2,2025-06-12,2025-07-11,Data Science,Beginner,30,0.06666666666666667,0.0,2
U00214,24,Female,1,89.59,2.68,1,2025-10-27,2025-10-27,Artificial Intelligence,Intermediate,1,1.0,0.0,3
U00215,28,Male,1,326.02,2.69,1,2025-07-29,2025-07-29,Business,Intermediate,1,1.0,0.0,2
U00216,23,Male,16,87.866875,3.545625,10,2025-01-16,2025-12-30,Programming,Beginner,349,0.045845272206303724,0.5,1
U00217,28,Male,1,37.89,1.3,1,2025-05-02,2025-05-02,Web Development,Advanced,1,1.0,1.0,0
U00218,15,Female,1,0.0,4.72,1,2025-10-06,2025-10-06,Marketing,Intermediate,1,1.0,0.0,3
U00219,23,Female,1,0.0,4.51,1,2025-02-02,2025-02-02,Design,Beginner,1,1.0,0.0,3
U00220,20,Male,15,20.02333333333333,3.6286666666666667,11,2025-02-02,2025-12-27,Programming,Beginner,329,0.04559270516717325,0.4444444444444444,1
U00221,27,Male,1,0.0,4.45,1,2025-11-28,2025-11-28,Design,Advanced,1,1.0,1.0,0
U00222,28,Male,1,0.78,3.89,1,2025-09-03,2025-09-03,Machine Learning,Advanced,1,1.0,1.0,0
